229.58833,67.04562
216.62326,74.85381
214.33138,92.486275
214.67056,101.37756
218.16174,106.6429
219.44928,119.14038
191.05206,131.14745
179.79915,154.85622
170.66168,181.57964
147.68866,234.88385
140.37584,247.97046
148.641,255.8433
154.90921,239.22029
185.4416,189.59297
194.85927,166.949
199.39241,191.5585
194.08745,223.10907
191.86613,269.9477
202.61812,315.40826
202.97092,331.02747
209.44443,399.8731
209.90594,411.51718
200.7188,423.7745
213.72455,421.88596
220.57056,420.4041
220.47418,399.6491
225.70457,336.3675
228.36583,320.6905
232.14563,276.0377
235.44142,318.61508
238.56659,333.18253
242.59358,399.75735
239.17252,419.69916
246.79683,425.1824
264.19156,424.13397
254.02238,411.79816
254.89412,398.52856
260.59613,327.1358
259.61185,316.24582
269.42926,270.93808
268.2506,225.4722
260.90454,192.68564
268.35162,166.89345
279.37762,188.30753
310.39313,237.8203
315.31015,256.6991
323.41815,249.37485
316.89868,232.85924
292.96008,181.85507
284.0765,149.95074
273.36578,130.36739
244.6796,117.510315
244.72716,106.39156
247.04042,100.928986
250.07448,92.77451
245.12009,76.045235
203.5489,40.628902
189.75476,49.74128
187.08667,69.82873
187.70706,80.4222
192.04262,85.88316
194.77213,96.967926
162.85619,108.95108
152.1333,132.7558
142.75916,161.91028
116.69603,220.32855
108.3386,234.88472
118.80162,245.15689
126.11325,225.70782
159.63629,173.13272
166.32141,152.21945
169.5883,175.57243
165.17697,209.15366
164.76787,259.88623
178.0567,306.05252
178.61421,322.74817
186.52448,397.12088
187.92006,409.0539
178.63144,421.77194
193.41956,421.25632
201.75592,419.36154
200.86465,396.0056
205.02658,327.6107
208.43141,312.21545
206.58946,265.1482
208.33215,308.9921
212.5231,324.36896
215.01382,394.88025
210.68195,418.60376
218.97284,423.07538
239.56128,424.05014
228.8292,409.77527
230.11975,395.85486
235.81067,319.21573
236.03767,306.50485
247.53992,259.0841
248.87473,211.39563
240.58383,177.24393
247.86732,151.41458
256.98492,172.57294
290.15558,225.35666
297.0874,248.09875
306.7201,236.24893
298.89,219.3985
272.70615,162.78912
264.56296,127.65986
252.47015,108.68774
222.72128,95.39438
222.61798,85.81074
225.64426,78.66559
228.02739,70.41068
223.56413,51.00845
173.59854,36.80545
159.81775,47.399593
156.39912,67.67699
159.42752,78.21644
161.91602,83.023254
164.79004,93.55697
132.69714,105.56651
121.84719,130.05031
113.25659,160.45955
87.40642,219.01234
80.19,232.5375
88.92819,244.47589
95.90132,224.57089
